BALANCE_TYPE_NAME,BT_ID,SOURCE_CNT,SOURCE_VAL,DISCARDED_CNT,DISCARDED_VAL,BT-CONDITION,CONDITIONAL_SOURCE_CNT,CONDITIONAL_SOURCE_VAL,CONDITIONAL_DISCARDED_CNT,CONDITIONAL_DISCARDED_VAL,TRACK_EXTRA,DISCARDED_REMARK,BT_UNIT_TYPE,SOURCE_NEGATIVE_BALANCE,DISCARDED_NEGATIVE_BALANCE
SplRecSocServ,2972,7528,2673,2302,1802,2972:=:0:::;,4856,0,501,0,,Balance_Type match condition failed-2285;Balance_Type expired-17;,Units,0,0
_pc_MonthlyRecCombo1,2931,49350,143319,5912,5925,2931:or:3#4#5#6:::;,43451,137442,13,48,,Periodic Charge is not active-5849;Balance_Type match condition failed-1;Balance_Type expired-57;Subscriber relation missing-5;,State,0,0
_pc_GraceCombo1,2932,16572,55149,8865,8907,2932:or:3#4#5#6#7#8#9:::;,7716,46296,9,54,;91-7707;,Periodic Charge is not active-8852;Balance_Type match condition failed-1;Balance_Type expired-12;,State,0,0
MPOS_Dealer_Wallet,2392,713,0,713,0,2392:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-713;,Cash,0,0
ZingerPepsi,2393,4456,2,4456,2,2393:::::;,4456,2,4456,2,,Balance_Type Ignored-4456;,Units,0,0
OOB_Protection,2352,1095886,10645332,37661,140196,2352:>=:1:::;,1095882,10645332,37657,140196,,Service class Ignored-58;Lifecycle lookup mismatch-12;Balance_Type match condition failed-2;Balance_Type expired-37530;Subscriber relation missing-59;,Units,0,0
ZingerPepsiCounter,2394,4456,2,4456,2,2394:::::;,4456,2,4456,2,,Balance_Type Ignored-4456;,Units,0,0
OOB_Migration_flag,2353,1024320,1024320,1024320,1024320,2353:::::;,1024320,1024320,1024320,1024320,,Balance_Type Ignored-1024304;Service class Ignored-12;Lifecycle lookup mismatch-2;Subscriber relation missing-2;,Units,0,0
RRMCMessageCountSMS,2312,1187249,11868631,1187249,11868631,2312:::::;,1187249,11868631,1187249,11868631,,Service class Ignored-1;Balance_Type Ignored-1187246;Lifecycle lookup mismatch-2;,Units,0,0
ZingerPepsiOptOut,2395,3539,323,3539,323,2395:::::;,3539,323,3539,323,,Balance_Type Ignored-3539;,Units,0,0
Daily_PPU_count,2354,80363,80363,80363,80363,2354:::::;,0,0,0,0,,Service class Ignored-1;Lifecycle lookup mismatch-4;Balance_Type expired-49196;Subscriber relation missing-6;Balance_Type lookup failed-31156;,Units,0,0
GCC Daily Purchased,2313,240,24,216,0,2313:>:0:::;,24,24,0,0,,Balance_Type match condition failed-215;Balance_Type expired-1;,Units,0,0
Roam Special Offer Mass,2396,582,0,582,0,2396:::::;,582,-29298,582,-29298,,Balance_Type Ignored-582;,Cash,0,0
GCC Weekly Purchased,2314,80,9,71,0,2314:>:0:::;,9,9,0,0,,Balance_Type match condition failed-71;,Units,0,0
_pc_BCPComboNat50_PC,2040,14822,76987,2391,2401,2040:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2389;Subscriber relation missing-2;,State,0,0
_pc_BCPComboNat50_PC,2040,14822,76987,2391,2401,2040:or:3#4#5#6:::;,12433,74598,2,12,,Periodic Charge is not active-2389;Subscriber relation missing-2;,State,0,0
Roam Special Offer Premium,2397,392,0,392,0,2397:::::;,392,-16993,392,-16993,,Balance_Type Ignored-392;,Cash,0,0
GCC Daily Quota,2315,2367,16777216,0,0,2315:>=:-99999999:::;,2367,128119364,0,0,;5053-2359;,,Cash,-974762,0
_pc_BCPComboNat100_PC,2041,412,2157,63,63,2041:or:3#4#5#6:::;,349,2094,0,0,,Periodic Charge is not active-63;,State,0,0
_pc_BCPComboNat100_PC,2041,412,2157,63,63,2041:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-63;,State,0,0
DailyOneOffChat,2000,53618,629568,53616,0,2000:>=:-99999999:::;,53618,-2140320,53616,-2769888,,Balance_Type match condition failed-8396;Balance_Type expired-45220;,Data,0,0
_pc_RoamSpecialOfferMass,2398,583,583,583,583,2398:::::;,0,0,0,0,,Balance_Type lookup failed-583;,State,0,0
GCC Weekly Quota,2316,693,71303372,0,0,2316:>=:-99999999:::;,693,498751775,0,0,;5054-675;,,Cash,-160259,0
_pc_BCPComboNat200_PC,2042,31,171,3,3,2042:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-3;,State,0,0
_pc_BCPComboNat200_PC,2042,31,171,3,3,2042:or:3#4#5#6:::;,28,168,0,0,,Periodic Charge is not active-3;,State,0,0
DailyOneOffSocial,2001,53528,299296,53527,0,2001:>=:-99999999:::;,53528,239520,53527,-59776,,Balance_Type match condition failed-8396;Balance_Type expired-45131;,Data,0,0
_pc_RoamSpecialOfferPremium,2399,392,392,392,392,2399:::::;,0,0,0,0,,Balance_Type lookup failed-392;,State,0,0
GCC Daily Grace,2317,1660,1259,404,0,2317:=:1:::;,1253,1253,0,0,,Balance_Type match condition failed-403;Balance_Type expired-1;,Units,0,0
GCC Daily Grace,2317,1660,1259,404,0,2317:=:2:::;,3,6,0,0,,Balance_Type match condition failed-403;Balance_Type expired-1;,Units,0,0
_pc_BCPComboNat250_PC,2043,9,44,2,2,2043:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCPComboNat250_PC,2043,9,44,2,2,2043:or:3#4#5#6:::;,7,42,0,0,,Periodic Charge is not active-2;,State,0,0
DailyOneOffAll,2002,53525,0,53525,0,2002:>=:-99999999:::;,53525,0,53525,0,,Balance_Type match condition failed-8396;Balance_Type expired-45129;,Data,0,0
_pc_GCCDailyBundle,2318,18,65,10,17,2318:or:3#4#5#6:::;,8,48,0,0,,Periodic Charge is not active-10;,State,0,0
_pc_GCCDailyBundle,2318,18,65,10,17,2318:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-10;,State,0,0
_pc_BCPFlexiSMS100_PC,2044,2,2,2,2,2044:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCPFlexiSMS100_PC,2044,2,2,2,2,2044:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
MonthRecFlexiVoice,2003,9647,609395100,3652,0,2003:>=:-99999999:::;,9647,599142200,3652,-10252900,;3012-22;,Balance_Type match condition failed-3293;Balance_Type expired-359;,Time,0,0
_pc_BCPFlexiSMS101_PC,2045,1,6,0,0,2045:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCPFlexiSMS101_PC,2045,1,6,0,0,2045:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
_pc_GCCDailyGrace,2319,14,31,11,13,2319:or:3#4#5#6#7#8#9:::;,3,18,0,0,,Periodic Charge is not active-10;Balance_Type expired-1;,State,0,0
MonthRecChat,2004,246887,19072279840,241791,130194016,2004:>=:-99999999:::;,246887,12475628448,241791,-6466457376,;3008-27;,Balance_Type match condition failed-110;Balance_Type expired-241681;,Data,0,0
_pc_BCPFlexiSMS102_PC,2046,1,6,0,0,2046:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
_pc_BCPFlexiSMS102_PC,2046,1,6,0,0,2046:or:7#8#9:::;,0,0,0,0,,,State,0,0
MonthRecSocial,2005,20079,5304980864,19225,0,2005:>=:-99999999:::;,20079,4819403776,19225,-485577088,;3009-11;,Balance_Type match condition failed-18;Balance_Type expired-19207;,Data,0,0
MonthRecAll,2006,4352,128903488,4182,0,2006:>=:-99999999:::;,4352,46211872,4182,-82691616,;3012-5;,Balance_Type match condition failed-2;Balance_Type expired-4180;,Data,0,0
MonthOneOffFlexiVoice,2007,809,2432700,800,0,2007:>=:-99999999:::;,809,2432700,800,0,;3028-1;,Balance_Type match condition failed-66;Balance_Type expired-734;,Time,0,0
_pc_BCPNatCUG105_PC,2049,3,13,1,1,2049:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCPNatCUG105_PC,2049,3,13,1,1,2049:or:3#4#5#6:::;,2,12,0,0,,Periodic Charge is not active-1;,State,0,0
MonthOneOffChat,2008,813,15291488,808,0,2008:>=:-99999999:::;,813,15089472,808,-202016,,Balance_Type match condition failed-65;Balance_Type expired-743;,Data,0,0
MonthOneOffSocial,2009,808,35512640,803,0,2009:>=:-99999999:::;,808,35291872,803,-220768,;3025-3;,Balance_Type match condition failed-65;Balance_Type expired-738;,Data,0,0
RateCutterIndia,3390,25655,25632,237,214,3390:>=:1:::;,25632,25632,214,214,,Balance_Type match condition failed-15;Balance_Type expired-222;,Units,0,0
Monthly1Off2,3391,13,0,13,0,3391:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-7;Balance_Type expired-6;,Data,0,0
Monthly1Off3,3392,52,0,52,0,3392:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-48;Balance_Type expired-4;,Data,0,0
_pc_BronzeDailyGrace_PC,3310,494187,610633,470965,471335,3310:or:3#4#5#6#7#8#9:::;,23299,139691,77,393,;91-23222;,Periodic Charge is not active-470871;Balance_Type match condition failed-79;Balance_Type expired-15;,State,0,0
Hajj Voice,3311,2,2592000,0,0,3311:>=:-99999999:::;,2,259044000,0,0,,,Time,0,0
Hajj Data,3312,2,29360128,0,0,3312:>=:-99999999:::;,2,262105631,0,0,,,Cash,0,0
Daily1Off1,3394,5692,0,5692,0,3394:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-5551;Balance_Type expired-141;,Data,0,0
RateCutterIndiaFlg,3395,1952595,1953707,60,60,3395:>=:1:::;,1952595,1953707,60,60,,Lifecycle lookup mismatch-35;Subscriber relation missing-25;,Units,0,0
BronzeMonPromoActive,3313,22343,40021,22343,40021,3313:=:1:::;,21730,21730,21730,21730,,NetworkBundle specific BT ignored-104;Lifecycle lookup mismatch-3;Balance_Type match condition failed-22193;Balance_Type expired-41;Subscriber relation missing-2;,Units,0,0
BronzeMonPromoActive,3313,22343,40021,22343,40021,3313:or:2#3:::;,104,291,104,291,,NetworkBundle specific BT ignored-104;Lifecycle lookup mismatch-3;Balance_Type match condition failed-22193;Balance_Type expired-41;Subscriber relation missing-2;,Units,0,0
AloRechP2PBlock,3396,5581,5581,37,37,3396:>=:1:::;,5581,5581,37,37,,Balance_Type expired-37;,Units,0,0
_pc_HardCapAlphaN50_PC,3081,7,42,0,0,3081:or:3#4#5#6:::;,7,42,0,0,,,State,0,0
_pc_HardCapAlphaN50_PC,3081,7,42,0,0,3081:or:7#8#9:::;,0,0,0,0,,,State,0,0
BronzeMPromoBundle,3314,1006023,95016478848,999365,2652469248,3314:>=:-99999999:::;,1006023,55300773728,999365,-37063235872,;5099-27;,Balance_Type match condition failed-476;Balance_Type expired-998889;,Data,0,0
_pc_SplRecSocServPC2,3040,234,234,234,234,3040:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-234;,State,0,0
_pc_BCP2DataTopUp11_PC,3000,2,7,1,1,3000:or:3#4#5#6:::;,1,6,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2DataTopUp11_PC,3000,2,7,1,1,3000:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_HardCapAlphaN100_PC,3082,18,108,0,0,3082:or:3#4#5#6:::;,18,108,0,0,,,State,0,0
_pc_HardCapAlphaN100_PC,3082,18,108,0,0,3082:or:7#8#9:::;,0,0,0,0,,,State,0,0
MercuryDState,3397,17231,956,17257,1022,3397:or:2#3:::;,26,66,26,66,,Service class Ignored-3;NetworkBundle specific BT ignored-26;Balance_Type match condition failed-17184;Balance_Type expired-42;Subscriber relation missing-2;,Units,0,0
MercuryDState,3397,17231,956,17257,1022,3397:=:1:::;,890,890,890,890,,Service class Ignored-3;NetworkBundle specific BT ignored-26;Balance_Type match condition failed-17184;Balance_Type expired-42;Subscriber relation missing-2;,Units,0,0
HCapMinBill,3315,6091,6091,1,1,3315:>=:1:::;,6091,6091,1,1,,Subscriber relation missing-1;,Units,0,0
_pc_SplRecSocDeactServPC1,3041,23540,23545,23540,23545,3041:or:3#4#5#6:::;,3,18,3,18,,Periodic Charge is not active-23520;NetworkBundle specific BT ignored-3;Balance_Type expired-17;,State,0,0
_pc_HardCapAlphaN200_PC,3083,2,12,0,0,3083:or:3#4#5#6:::;,2,12,0,0,,,State,0,0
_pc_HardCapAlphaN200_PC,3083,2,12,0,0,3083:or:7#8#9:::;,0,0,0,0,,,State,0,0
MercuryDaily,3398,1379,1216404576,449,330417792,3398:>=:-99999999:::;,1379,1215589152,449,329602368,;6668-331;,Balance_Type match condition failed-55;Balance_Type expired-391;Subscriber relation missing-3;,Data,0,0
_pc_SplRecSocDeactServPC2,3042,177,168,177,168,3042:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-167;Balance_Type expired-10;,State,0,0
_pc_BCP2DataTopUp13_PC,3002,181,1081,1,1,3002:or:3#4#5#6:::;,180,1080,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2DataTopUp13_PC,3002,181,1081,1,1,3002:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
MercuryDailyCap,3399,20557,951,19686,80,3399:>=:1:::;,951,951,80,80,,Service class Ignored-4;Balance_Type match condition failed-19602;Balance_Type expired-77;Subscriber relation missing-3;,Units,0,0
_pc_HardCapAlphaN400_NPC,3084,123,738,0,0,3084:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_HardCapAlphaN400_NPC,3084,123,738,0,0,3084:or:3#4#5#6:::;,123,738,0,0,,,State,0,0
NewLifeCycle,3317,2580994,1508271,67,9,3317:>=:0:::;,2580994,1508271,67,9,,Lifecycle lookup mismatch-40;Subscriber relation missing-27;,Units,0,0
_pc_BCP2DataTopUp14_PC,3003,6,36,0,0,3003:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCP2DataTopUp14_PC,3003,6,36,0,0,3003:or:3#4#5#6:::;,6,36,0,0,,,State,0,0
NewRGEMonths,3318,2581138,3982383,67,20,3318:>=:0:::;,2581138,3982383,67,20,,Lifecycle lookup mismatch-40;Subscriber relation missing-27;,Units,0,0
_pc_BCP2DataTopUp15_PC,3004,52,152,32,32,3004:or:3#4#5#6:::;,20,120,0,0,,Periodic Charge is not active-32;,State,0,0
_pc_BCP2DataTopUp15_PC,3004,52,152,32,32,3004:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-32;,State,0,0
NewRGETracker,3319,1011828,955014,10220,9988,3319:>=:0:::;,1011828,955014,10220,9988,,Lifecycle lookup mismatch-7;Balance_Type expired-10196;Subscriber relation missing-17;,Units,0,0
_pc_BCPNatSMS1_PC,3005,9,54,0,0,3005:or:3#4#5#6:::;,9,54,0,0,,,State,0,0
_pc_BCPNatSMS1_PC,3005,9,54,0,0,3005:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCPNatSMS2_PC,3006,22,117,3,3,3006:or:3#4#5#6:::;,19,114,0,0,,Periodic Charge is not active-3;,State,0,0
_pc_BCPNatSMS2_PC,3006,22,117,3,3,3006:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-3;,State,0,0
NewDailyBundleActive,3089,361998,255831,361998,255831,3089:::::;,361998,220983,361998,220983,,Balance_Type Ignored-361997;Subscriber relation missing-1;,Units,0,0
_pc_BCPNatSMS4_PC,3008,6,36,0,0,3008:or:3#4#5#6:::;,6,36,0,0,,,State,0,0
_pc_BCPNatSMS4_PC,3008,6,36,0,0,3008:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_BCPNatCUG110_PC,3009,2,2,2,2,3009:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCPNatCUG110_PC,3009,2,2,2,2,3009:or:3#4#5#6:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_IntTakerOffer1Sec,560,1849,1849,1849,1849,560:::::;,0,0,0,0,,Balance_Type lookup failed-1849;,State,0,0
_pc_0150 AED Auto Topup,520,9,54,0,0,520:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_0150 AED Auto Topup,520,9,54,0,0,520:or:3#4#5#6:::;,9,54,0,0,,,State,0,0
_pc_0250 AED Auto Topup,521,4,24,0,0,521:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_0250 AED Auto Topup,521,4,24,0,0,521:or:3#4#5#6:::;,4,24,0,0,,,State,0,0
_pc_BlackBerry10GB,563,1,6,1,6,563:::::;,0,0,0,0,,Service class Ignored-1;,State,0,0
_pc_ConsBISSocial_PC,839,200,934,56,70,839:or:3#4#5#6:::;,147,882,3,18,,Periodic Charge is not active-52;Balance_Type match condition failed-2;Balance_Type expired-2;,State,0,0
_pc_ConsBISSocial_PC,839,200,934,56,70,839:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-52;Balance_Type match condition failed-2;Balance_Type expired-2;,State,0,0
_pc_Consumer Promo,295,5,5,5,5,295:::::;,0,0,0,0,,Service class Ignored-2;Balance_Type lookup failed-3;,State,0,0
_pc_950 AED Auto Topup,528,190,1140,0,0,528:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_950 AED Auto Topup,528,190,1140,0,0,528:or:3#4#5#6:::;,190,1140,0,0,,,State,0,0
_pc_Visitor Promo,296,6,6,6,6,296:::::;,0,0,0,0,,Balance_Type lookup failed-6;,State,0,0
_pc_Enterprise Promo,297,1,1,1,1,297:::::;,0,0,0,0,,Service class Ignored-1;,State,0,0
More talk time,215,676,0,676,0,215:::::;,676,0,676,0,,Balance_Type Ignored-676;,Cash,0,0
_pc_NPP Voice Bundle D1,1470,39,85,30,30,1470:or:3#4#5#6:::;,8,48,0,0,;91-1;,Periodic Charge is not active-30;,State,0,0
_pc_NPP Voice Bundle D1,1470,39,85,30,30,1470:or:7#8#9:::;,1,7,0,0,;91-1;,Periodic Charge is not active-30;,State,0,0
Total Recharges,216,10598,169339,2723,94,216:>=:1:::;,7877,169339,2,94,,Service class Ignored-3;Lifecycle lookup mismatch-1054;Balance_Type match condition failed-1666;,Units,0,0
Remaining Bonus,217,1,20,1,20,217:::::;,0,0,0,0,,Service class Ignored-1;,Units,0,0
_pc_NPP Voice Bundle M1,1471,24,126,4,4,1471:or:3#4#5#6:::;,18,108,0,0,;91-2;,Periodic Charge is not active-4;,State,0,0
_pc_NPP Voice Bundle M1,1471,24,126,4,4,1471:or:7#8#9:::;,2,14,0,0,;91-2;,Periodic Charge is not active-4;,State,0,0
Remaining Recharges,218,1,0,1,0,218:::::;,1,0,1,0,,Balance_Type Ignored-1;,Units,0,0
_pc_NPP Voice Bundle Daily Limit,1472,16,43,12,19,1472:or:3#4#5#6:::;,4,24,0,0,,Periodic Charge is not active-12;,State,0,0
_pc_NPP BBService Check,1473,346,1281,159,159,1473:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-159;,State,0,0
_pc_NPP BBService Check,1473,346,1281,159,159,1473:or:3#4#5#6:::;,187,1122,0,0,,Periodic Charge is not active-159;,State,0,0
_pc_NPP Wallet RGE Check,1474,107936,528100,0,0,1474:::::;,107936,528096,0,0,,,State,0,0
PAYGData,1477,2,6291456,0,0,1477:>=:-99999999:::;,2,6291456,0,0,,,Data,0,0
NPP Unlimited,1439,97438,5923996539,0,0,1439:>=:0:::;,93279,5988093828,0,0,,,Cash,0,0
NPP Unlimited,1439,97438,5923996539,0,0,1439:<:0:::;,4159,-64097289,0,0,,,Cash,0,0
_pc_500 AED Auto Topup,1127,1,6,0,0,1127:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_500 AED Auto Topup,1127,1,6,0,0,1127:or:3#4#5#6:::;,1,6,0,0,,,State,0,0
AllValueChat,2780,51,246218496,51,246218496,2780:>=:-99999999:::;,51,246174816,51,246174816,,Balance_Type match condition failed-50;Balance_Type expired-1;,Data,0,0
more data face val,2740,1,0,1,0,2740:::::;,0,0,0,0,,Balance_Type lookup failed-1;,Units,0,0
AllValueChatDaily,2781,46,8927360,46,8927360,2781:>=:-99999999:::;,46,8828128,46,8828128,,Balance_Type match condition failed-38;Balance_Type expired-8;,Data,0,0
AllValueSoc,2782,5,26085152,5,26085152,2782:>=:-99999999:::;,5,26085152,5,26085152,,Balance_Type match condition failed-5;,Data,0,0
AllValueSocDaily,2783,22,3763296,22,3763296,2783:>=:-99999999:::;,22,2264224,22,2264224,,Balance_Type match condition failed-17;Balance_Type expired-5;,Data,0,0
_pc_BBSamplerPack100MB,1080,2,2,2,2,1080:::::;,0,0,0,0,,Balance_Type lookup failed-2;,State,0,0
duduo status,2472,1104,107,1104,107,2472:::::;,1104,107,1104,107,,Balance_Type Ignored-1104;,Units,0,0
duduo nonTelco,2473,15399,2820000,15346,0,2473:>=:1:::;,53,2820000,0,0,,Balance_Type match condition failed-15346;,Cash,0,0
HardCap Active,2432,8673,8838,20,1,2432:=:1:::;,8470,8470,1,1,,Balance_Type match condition failed-19;Subscriber relation missing-1;,Units,0,0
HardCap Active,2432,8673,8838,20,1,2432:=:2:::;,184,368,0,0,,Balance_Type match condition failed-19;Subscriber relation missing-1;,Units,0,0
_pc_BBInstallmentPack1GB,1081,18,18,18,18,1081:::::;,0,0,0,0,,Balance_Type lookup failed-18;,State,0,0
_pc_SprssNtfctn,1040,39,54,39,54,1040:::::;,39,54,39,54,,Balance_Type Ignored-39;,State,0,0
FacebookActive,1000,7,0,7,0,1000:::::;,7,0,7,0,,Balance_Type Ignored-7;,Units,0,0
HardCap NatMin,2433,8672,7465686800,19,600000,2433:>=:-99999999:::;,8672,7465686800,19,600000,;2523-1;,Balance_Type match condition failed-18;Subscriber relation missing-1;,Time,0,0
duduo nonTelcoAll,2475,27596,2890313911,675,0,2475:>=:1:::;,26921,2890313911,0,0,,Balance_Type match condition failed-675;,Cash,0,0
HardCap IntMin,2434,8519,450247600,8045,0,2434:>=:-99999999:::;,8519,450247600,8045,0,,Balance_Type match condition failed-8044;Subscriber relation missing-1;,Time,0,0
_pc_BBNtfctnB4ExpSamplerPack100MB,1083,4,4,4,4,1083:::::;,0,0,0,0,,Balance_Type lookup failed-4;,State,0,0
HardCap NatSMS,2435,8623,881908,4,98,2435:>=:-99999999:::;,8623,881908,4,98,;2523-1;,Balance_Type match condition failed-3;Subscriber relation missing-1;,Units,0,0
_pc_BBNtfctnB4ExpEasyPayment1GB,1084,18,18,18,18,1084:::::;,0,0,0,0,,Balance_Type lookup failed-18;,State,0,0
HardCap IntSMS,2436,8470,41210,8030,0,2436:>=:-99999999:::;,8470,41210,8030,0,,Balance_Type match condition failed-8029;Subscriber relation missing-1;,Units,0,0
_pc_ConsBISSocialControl_PC,1085,254,860,250,836,1085:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-146;Balance_Type match condition failed-100;Balance_Type expired-4;,State,0,0
_pc_ConsBISSocialControl_PC,1085,254,860,250,836,1085:or:3#4#5#6:::;,104,624,100,600,,Periodic Charge is not active-146;Balance_Type match condition failed-100;Balance_Type expired-4;,State,0,0
HardCap CUGMin,2437,8673,5719445400,20,600000,2437:>=:-99999999:::;,8673,5719445400,20,600000,;2505-1;,Balance_Type match condition failed-19;Subscriber relation missing-1;,Time,0,0
_pc_EntBISSocialControl_PC,1086,35,160,34,154,1086:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-10;Balance_Type match condition failed-24;,State,0,0
_pc_EntBISSocialControl_PC,1086,35,160,34,154,1086:or:3#4#5#6:::;,25,150,24,144,,Periodic Charge is not active-10;Balance_Type match condition failed-24;,State,0,0
HardCap Cash,2438,8559,574038431,8059,0,2438:>=:1:::;,500,574038431,0,0,,Balance_Type match condition failed-8059;,Cash,0,0
_pc_HardCapBMP50_PC,2439,7890,47335,2,7,2439:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;Subscriber relation missing-1;,State,0,0
_pc_HardCapBMP50_PC,2439,7890,47335,2,7,2439:or:3#4#5#6:::;,7889,47334,1,6,,Periodic Charge is not active-1;Subscriber relation missing-1;,State,0,0
OneWayFnFWeekly5,3431,1171,856561600,95,3724500,3431:>=:-99999999:::;,1171,856561600,95,3724500,;1325-49;,Balance_Type match condition failed-66;Balance_Type expired-29;,Time,0,0
OneWayFnFWeekly6,3432,1195,625700000,141,5628800,3432:>=:-99999999:::;,1195,625700000,141,5628800,;1326-40;,Balance_Type match condition failed-98;Balance_Type expired-43;,Time,0,0
OneWayFnFWeekly7,3433,289,219789300,40,6236500,3433:>=:-99999999:::;,289,219789300,40,6236500,;1327-26;,Balance_Type match condition failed-26;Balance_Type expired-14;,Time,0,0
OneWayFnFMonthly1,3434,23287,70887957000,1582,176945300,3434:>=:-99999999:::;,23287,70887957000,1582,176945300,;1329-427;,Balance_Type match condition failed-1405;Balance_Type expired-177;,Time,0,0
OneWayFnFMonthly2,3435,2343,6678638100,142,5857300,3435:>=:-99999999:::;,2343,7019297300,142,5857300,;1330-40;,Balance_Type match condition failed-130;Balance_Type expired-12;,Time,0,0
OneWayFnFMonthly3,3436,3441,10455073000,271,23259700,3436:>=:-99999999:::;,3441,10455073000,271,23259700,;1331-81;,Balance_Type match condition failed-246;Balance_Type expired-25;,Time,0,0
OneWayFnFMonthly5,3437,5490,15576417700,363,31392400,3437:>=:-99999999:::;,5490,15576417700,363,31392400,;1332-130;,Balance_Type match condition failed-328;Balance_Type expired-35;,Time,0,0
OneWayFnFMonthly6,3438,7699,21538594600,486,43924300,3438:>=:-99999999:::;,7699,23080067500,486,43924300,;1333-242;,Balance_Type match condition failed-430;Balance_Type expired-56;,Time,0,0
OneWayFnFMonthly7,3439,460,1435622700,48,3942100,3439:>=:-99999999:::;,460,1435622700,48,3942100,;1334-33;,Balance_Type match condition failed-46;Balance_Type expired-2;,Time,0,0
_pc_PC_CRD_BusAuto100_MRC,600,922,5532,0,0,600:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_PC_CRD_BusAuto100_MRC,600,922,5532,0,0,600:or:3#4#5#6:::;,922,5532,0,0,,,State,0,0
_pc_PC_CRD_BusAuto150_MRC,601,33,198,0,0,601:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_PC_CRD_BusAuto150_MRC,601,33,198,0,0,601:or:3#4#5#6:::;,33,198,0,0,,,State,0,0
Facebook,999,7,0,7,0,999:::::;,7,0,7,0,,Balance_Type Ignored-7;,Cash,0,0
_pc_PC_CRD_BusAuto200_MRC,602,124,744,0,0,602:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_PC_CRD_BusAuto200_MRC,602,124,744,0,0,602:or:3#4#5#6:::;,124,744,0,0,,,State,0,0
RenewalChargeReward,959,138949,761052571,138949,761052571,959:::::;,0,0,0,0,,Balance_Type expired-389;Balance_Type lookup failed-138560;,Units,0,0
Tourist IRStatus,1865,24,24,0,0,1865:>=:1:::;,24,24,0,0,,,Units,0,0
Double Data,1592,1739,3,1739,3,1592:::::;,1739,3,1739,3,,Balance_Type Ignored-1739;,Units,0,0
_pc_BCP10FLVR_PC,1552,46,156,46,156,1552:::::;,0,0,0,0,,Balance_Type lookup failed-46;,State,0,0
InterCampIDDFlag,1511,1397843,3386438,24,522034,1511:or:1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16:::;,1397838,2864438,19,34,,Service class Ignored-13;Lifecycle lookup mismatch-2;Balance_Type match condition failed-5;Subscriber relation missing-4;,Units,0,0
International SMS,1593,76,1167,16,20,1593:>=:-99999999:::;,76,1167,16,20,;1009-8;,Balance_Type match condition failed-14;Balance_Type expired-2;,Units,0,0
_pc_BCP20FLVR_PC,1553,1389,1404,1389,1404,1553:::::;,0,0,0,0,,Balance_Type lookup failed-1389;,State,0,0
NewAlo,1512,747690,1089544,9,341863,1512:=:1:::;,747684,747684,3,3,,Lifecycle lookup mismatch-2;Balance_Type match condition failed-6;Subscriber relation missing-1;,Units,0,0
